# GENERATED convenience view (thin projection) by gene_pathway_build.py: pathway_group is the IDF-derived primary AD bucket (specificity-weighted argmax over matched GO/Reactome/OpenTargets terms; ties broken by AD priority). The ontology annotations in gene_pathways_api.jsonl are the truth; this single-bucket column is a derived convenience. Do not hand-edit.
gene_symbol,pathway_group,notes
MAK,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=4.74); go:axoneme (idf=4.74) | captured 28 GO / 0 Reactome / 0 OT
MAP1B,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:induction of synaptic plasticity by chemical substance (idf=6.61); go:peripheral nervous system axon regeneration (idf=6.20); go:basal dendrite (idf=6.20) (+21 more) | captured 59 GO / 1 Reactome / 1 OT
MAP4K4,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=4.53); go:neuron projection morphogenesis (idf=4.53) | captured 25 GO / 1 Reactome / 1 OT
MAPK8IP3,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:anterograde axonal protein transport (idf=6.61); go:axon regeneration (idf=6.20); go:axon development (idf=5.22) (+3 more) | captured 24 GO / 0 Reactome / 0 OT
MAPT,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:positive regulation of protein localization to synapse (idf=6.61); go:axonal transport of mitochondrion (idf=5.92); go:positive regulation of axon extension (idf=5.92) (+17 more) | captured 104 GO / 3 Reactome / 3 OT
MBP,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.20); go:axon ensheathment (idf=6.20); go:internode region of axon (idf=6.20); go:chemical synaptic transmission (idf=3.26) (+2 more) | captured 20 GO / 1 Reactome / 1 OT
MDGA2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:spinal cord motor neuron differentiation (idf=6.61) | captured 5 GO / 1 Reactome / 1 OT
MEF2C,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:cell morphogenesis involved in neuron differentiation (idf=6.61); go:AMPA selective glutamate receptor signaling pathway (idf=6.20); go:regulation of synaptic activity (idf=5.92) (+14 more) | captured 107 GO / 7 Reactome / 7 OT
MICU3,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.92); go:positive regulation of neurotransmitter secretion (idf=5.92) | captured 12 GO / 2 Reactome / 2 OT
MPZ,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=3.26); go:chemical synaptic transmission (idf=3.26); go:synapse (idf=2.39) | captured 10 GO / 1 Reactome / 1 OT
MT-ND2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.00); go:ionotropic glutamate receptor binding (idf=5.00) | captured 13 GO / 4 Reactome / 4 OT
MYO16,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=4.53); go:neuron projection morphogenesis (idf=4.53) | captured 15 GO / 0 Reactome / 0 OT
MYO7A,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=4.90); go:neuron development (idf=4.90); go:synapse (idf=2.39) | captured 40 GO / 3 Reactome / 3 OT
NAPA,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.20); go:synaptobrevin 2-SNAP-25-syntaxin-1a complex (idf=6.20); go:regulation of synaptic vesicle priming (idf=5.92); go:synaptic vesicle priming (idf=5.51) (+10 more) | captured 33 GO / 6 Reactome / 6 OT
NCAM1,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.51); go:commissural neuron axon guidance (idf=5.51); go:neuron projection (idf=2.96) | captured 14 GO / 6 Reactome / 6 OT
NCK2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); reactome:Regulation of cortical dendrite branching (idf=6.61); open_targets:Regulation of cortical dendrite branching (idf=6.61); go:postsynaptic density (idf=3.33) (+1 more) | captured 31 GO / 8 Reactome / 8 OT
NCS1,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=4.66); go:regulation of neuron projection development (idf=4.66); go:postsynaptic density (idf=3.33); go:dendrite (idf=2.67) (+1 more) | captured 16 GO / 0 Reactome / 0 OT
NDUFS7,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=4.12); go:synaptic membrane (idf=4.12); go:neuronal cell body (idf=2.83) | captured 19 GO / 2 Reactome / 2 OT
NEFL,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:postsynaptic intermediate filament cytoskeleton organization (idf=6.61); go:structural constituent of postsynaptic intermediate filament cytoskeleton (idf=6.61); go:presynaptic intermediate filament cytoskeleton (idf=6.61) (+18 more) | captured 42 GO / 6 Reactome / 6 OT
NEFM,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.20); go:postsynaptic intermediate filament cytoskeleton (idf=6.20); go:axon (idf=2.65) | captured 14 GO / 0 Reactome / 0 OT
NGF,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); reactome:Axonal growth stimulation (idf=6.61); open_targets:Axonal growth stimulation (idf=6.61); go:neuron apoptotic process (idf=5.36) (+5 more) | captured 30 GO / 19 Reactome / 19 OT
NME8,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=4.74); go:axoneme (idf=4.74) | captured 14 GO / 0 Reactome / 0 OT
NMNAT2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.22); go:axon development (idf=5.22); go:axon (idf=2.65); go:synapse (idf=2.39) | captured 22 GO / 1 Reactome / 1 OT
NPPA,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.92); go:glycinergic synapse (idf=5.92); go:synaptic signaling via neuropeptide (idf=5.69) | captured 46 GO / 3 Reactome / 3 OT
NPTX1,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.92); go:axonogenesis involved in innervation (idf=5.92); go:postsynaptic density assembly (idf=5.92); go:neurotransmitter receptor localization to postsynaptic specialization membrane (idf=5.69) (+3 more) | captured 14 GO / 0 Reactome / 0 OT
NPTX2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=3.47); go:presynapse (idf=3.47); go:chemical synaptic transmission (idf=3.26); go:glutamatergic synapse (idf=2.73) (+1 more) | captured 6 GO / 0 Reactome / 0 OT
NRP2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:branchiomotor neuron axon guidance (idf=6.61); go:gonadotrophin-releasing hormone neuronal migration to the hypothalamus (idf=6.61); go:sensory neuron axon guidance (idf=6.61) (+9 more) | captured 40 GO / 2 Reactome / 2 OT
NTM,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.92); go:neuron recognition (idf=5.92); go:regulation of synapse assembly (idf=5.36); go:presynaptic active zone membrane (idf=5.00) (+1 more) | captured 9 GO / 1 Reactome / 1 OT
NTRK2,synaptic_neuronal,"primary=synaptic_neuronal IDF-derived (score=6.20); go:peripheral nervous system neuron development (idf=6.20); go:positive regulation of axonogenesis (idf=6.20); go:trans-synaptic signaling by BDNF, modulating synaptic transmission (idf=6.20) (+11 more) | captured 52 GO / 14 Reactome / 14 OT"
OLIG1,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.22); go:axon development (idf=5.22) | captured 11 GO / 0 Reactome / 0 OT
OLIG2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.22); go:axon development (idf=5.22); go:neuron differentiation (idf=4.04) | captured 19 GO / 0 Reactome / 0 OT
OXTR,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=4.21); go:regulation of synaptic plasticity (idf=4.21) | captured 26 GO / 2 Reactome / 2 OT
PAK2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); reactome:Sema3A PAK dependent Axon repulsion (idf=6.61); open_targets:Sema3A PAK dependent Axon repulsion (idf=6.61); go:regulation of axonogenesis (idf=5.51) (+2 more) | captured 43 GO / 27 Reactome / 27 OT
PDE7B,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=3.26); go:chemical synaptic transmission (idf=3.26); go:synapse (idf=2.39) | captured 11 GO / 1 Reactome / 1 OT
PDE9A,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=4.74); go:positive regulation of long-term synaptic potentiation (idf=4.74) | captured 22 GO / 1 Reactome / 1 OT
PDLIM5,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.36); go:regulation of synapse assembly (idf=5.36); go:regulation of dendritic spine morphogenesis (idf=5.22); go:presynapse (idf=3.47) (+3 more) | captured 23 GO / 1 Reactome / 1 OT
PDYN,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.36); go:neuronal dense core vesicle lumen (idf=5.36); go:hippocampal mossy fiber to CA3 synapse (idf=4.90); go:neuronal dense core vesicle (idf=4.90) (+1 more) | captured 11 GO / 4 Reactome / 4 OT
PENK,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:synaptic vesicle lumen (idf=6.61); go:symmetric synapse (idf=6.20); go:regulation of long-term synaptic depression (idf=5.92) (+6 more) | captured 47 GO / 4 Reactome / 4 OT
PLAA,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:positive regulation of synaptic vesicle recycling (idf=6.61); go:positive regulation of dendrite extension (idf=5.92); go:positive regulation of neuron migration (idf=5.92) (+1 more) | captured 24 GO / 0 Reactome / 0 OT
PLP1,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.20); go:axon ensheathment (idf=6.20); go:axon development (idf=5.22); go:chemical synaptic transmission (idf=3.26) (+1 more) | captured 13 GO / 0 Reactome / 0 OT
PMP22,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=4.90); go:negative regulation of neuron projection development (idf=4.90); go:chemical synaptic transmission (idf=3.26); go:synapse (idf=2.39) | captured 16 GO / 1 Reactome / 1 OT
PRKCG,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.51); go:regulation of synaptic vesicle exocytosis (idf=5.51); go:postsynaptic cytosol (idf=5.51); go:presynaptic cytosol (idf=5.22) (+9 more) | captured 42 GO / 6 Reactome / 6 OT
PRKN,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:positive regulation of neurotransmitter uptake (idf=6.61); go:regulation protein catabolic process at presynapse (idf=6.61); go:negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway (idf=6.61) (+23 more) | captured 173 GO / 6 Reactome / 6 OT
PRNP,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:regulation of glutamate receptor signaling pathway (idf=6.61); go:type 5 metabotropic glutamate receptor binding (idf=6.61); go:type 8 metabotropic glutamate receptor binding (idf=6.61) (+9 more) | captured 74 GO / 2 Reactome / 2 OT
PSEN1,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.92); go:positive regulation of dendritic spine development (idf=5.92); go:protein catabolic process at postsynapse (idf=5.92); go:regulation of synaptic vesicle cycle (idf=5.69) (+16 more) | captured 98 GO / 14 Reactome / 14 OT
PTEN,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:central nervous system neuron axonogenesis (idf=6.61); go:rhythmic synaptic transmission (idf=6.61); go:synapse maturation (idf=6.61) (+17 more) | captured 102 GO / 12 Reactome / 13 OT
PTGS1,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=2.96); go:neuron projection (idf=2.96) | captured 18 GO / 2 Reactome / 2 OT
PTK2B,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:neurotransmitter receptor regulator activity (idf=6.61); go:regulation of postsynaptic density assembly (idf=5.92); go:apical dendrite (idf=5.51) (+15 more) | captured 85 GO / 4 Reactome / 4 OT
PXK,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=3.90); go:modulation of chemical synaptic transmission (idf=3.90) | captured 16 GO / 0 Reactome / 0 OT
RAPSN,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:maintenance of postsynaptic specialization structure (idf=6.61); go:positive regulation of neuromuscular synaptic transmission (idf=6.61); go:regulation of postsynaptic membrane organization (idf=6.61) (+9 more) | captured 24 GO / 0 Reactome / 0 OT
RELN,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:positive regulation of dendritic spine morphogenesis (idf=6.61); go:positive regulation of synapse maturation (idf=6.61); go:postsynaptic density protein 95 clustering (idf=6.61) (+20 more) | captured 49 GO / 1 Reactome / 1 OT
RIMBP2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.22); go:neuromuscular synaptic transmission (idf=5.22); go:synapse (idf=2.39) | captured 4 GO / 0 Reactome / 0 OT
RPS6,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=2.67); go:dendrite (idf=2.67) | captured 28 GO / 25 Reactome / 24 OT
RSPH9,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:axoneme assembly (idf=6.61); go:axonemal central apparatus assembly (idf=6.61); go:axoneme (idf=4.74) | captured 18 GO / 0 Reactome / 0 OT
S100B,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.20); go:sympathetic neuron projection extension (idf=6.20); go:neuron projection extension (idf=6.20); go:positive regulation of synaptic transmission (idf=5.92) (+4 more) | captured 39 GO / 4 Reactome / 4 OT
SBF1,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=2.96); go:neuron projection (idf=2.96) | captured 15 GO / 2 Reactome / 2 OT
SCN1A,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.92); go:voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential (idf=5.92); go:axon initial segment (idf=5.00); go:regulation of presynaptic membrane potential (idf=4.82) (+2 more) | captured 24 GO / 2 Reactome / 2 OT
SCN8A,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.00); go:axon initial segment (idf=5.00); go:axon (idf=2.65) | captured 23 GO / 2 Reactome / 2 OT
SCN9A,synaptic_neuronal,"primary=synaptic_neuronal IDF-derived (score=6.20); reactome:Sensory perception of sweet, bitter, and umami (glutamate) taste (idf=6.20); open_targets:Sensory perception of sweet, bitter, and umami (glutamate) taste (idf=6.20); go:neuronal action potential (idf=5.36) (+3 more) | captured 24 GO / 3 Reactome / 3 OT"
SGCE,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.92); go:synaptic signaling (idf=5.92); go:dendrite membrane (idf=5.00); go:dendrite (idf=2.67) (+1 more) | captured 15 GO / 1 Reactome / 1 OT
SIGMAR1,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.51); go:regulation of postsynapse assembly (idf=5.51); go:regulation of neuron apoptotic process (idf=4.66); go:postsynaptic density membrane (idf=4.01) (+7 more) | captured 39 GO / 1 Reactome / 1 OT
SIPA1L2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=2.73); go:glutamatergic synapse (idf=2.73) | captured 6 GO / 0 Reactome / 0 OT
SLC16A7,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=5.22); go:parallel fiber to Purkinje cell synapse (idf=5.22); go:hippocampal mossy fiber to CA3 synapse (idf=4.90); go:Schaffer collateral - CA1 synapse (idf=4.26) (+2 more) | captured 24 GO / 1 Reactome / 1 OT
SLC17A7,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:extracellularly glutamate-gated chloride channel activity (idf=6.61); go:L-glutamate uniporter activity (idf=6.61); go:neurotransmitter loading into synaptic vesicle (idf=6.20) (+20 more) | captured 39 GO / 2 Reactome / 2 OT
SLC18A2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:aminergic neurotransmitter loading into synaptic vesicle (idf=6.61); go:somato-dendritic dopamine secretion (idf=6.61); go:neurotransmitter loading into synaptic vesicle (idf=6.20) (+14 more) | captured 32 GO / 3 Reactome / 3 OT
SLC1A2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:high-affinity L-glutamate transmembrane transporter activity (idf=6.61); go:glutamate:sodium symporter activity (idf=6.61); reactome:Astrocytic Glutamate-Glutamine Uptake And Metabolism (idf=6.61) (+16 more) | captured 41 GO / 3 Reactome / 3 OT
SLC1A4,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.20); go:intracellular glutamate homeostasis (idf=6.20); go:L-glutamate import across plasma membrane (idf=6.20); go:L-glutamate transmembrane transport (idf=5.92) (+5 more) | captured 43 GO / 1 Reactome / 1 OT
SLC4A8,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:positive regulation of synaptic vesicle exocytosis (idf=6.61); go:symmetric synapse (idf=6.20); go:asymmetric synapse (idf=5.92) (+11 more) | captured 39 GO / 1 Reactome / 1 OT
SLC6A2,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); go:neurotransmitter:sodium symporter activity (idf=6.61); go:dopamine uptake involved in synaptic transmission (idf=5.92); go:neurotransmitter reuptake (idf=5.92) (+11 more) | captured 31 GO / 2 Reactome / 2 OT
SLC6A3,synaptic_neuronal,primary=synaptic_neuronal IDF-derived (score=6.61); reactome:Dopamine clearance from the synaptic cleft (idf=6.61); reactome:Defective neurotransmitter clearance by SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS) (idf=6.61); reactome:Defective transport of neurotransmitters by SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS) (idf=6.61) (+17 more) | captured 41 GO / 4 Reactome / 4 OT
SLC6A4,synaptic_neuronal,"primary=synaptic_neuronal IDF-derived (score=6.61); go:negative regulation of synaptic transmission, dopaminergic (idf=6.61); reactome:Serotonin clearance from the synaptic cleft (idf=6.61); open_targets:Serotonin clearance from the synaptic cleft (idf=6.61) (+12 more) | captured 57 GO / 2 Reactome / 2 OT"
